model_id,date_recorded,input_price_per_mtok,output_price_per_mtok,cached_input_price,batch_discount_pct,source_url
gpt-4o,2025-03-03,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250303/https://openai.com/pricing
gpt-4o,2025-03-10,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250310/https://openai.com/pricing
gpt-4o,2025-03-17,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250317/https://openai.com/pricing
gpt-4o,2025-03-24,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250324/https://openai.com/pricing
gpt-4o,2025-03-31,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250331/https://openai.com/pricing
gpt-4o,2025-04-07,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250407/https://openai.com/pricing
gpt-4o,2025-04-14,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250414/https://openai.com/pricing
gpt-4o,2025-04-21,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250421/https://openai.com/pricing
gpt-4o,2025-04-28,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250428/https://openai.com/pricing
gpt-4o,2025-05-05,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250505/https://openai.com/pricing
gpt-4o,2025-05-12,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250512/https://openai.com/pricing
gpt-4o,2025-05-19,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250519/https://openai.com/pricing
gpt-4o,2025-05-26,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250526/https://openai.com/pricing
gpt-4o,2025-06-02,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250602/https://openai.com/pricing
gpt-4o,2025-06-09,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250609/https://openai.com/pricing
gpt-4o,2025-06-16,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250616/https://openai.com/pricing
gpt-4o,2025-06-23,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250623/https://openai.com/pricing
gpt-4o,2025-06-30,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250630/https://openai.com/pricing
gpt-4o,2025-07-07,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250707/https://openai.com/pricing
gpt-4o,2025-07-14,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250714/https://openai.com/pricing
gpt-4o,2025-07-21,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250721/https://openai.com/pricing
gpt-4o,2025-07-28,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250728/https://openai.com/pricing
gpt-4o,2025-08-04,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250804/https://openai.com/pricing
gpt-4o,2025-08-11,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250811/https://openai.com/pricing
gpt-4o,2025-08-18,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250818/https://openai.com/pricing
gpt-4o,2025-08-25,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250825/https://openai.com/pricing
gpt-4o,2025-09-01,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250901/https://openai.com/pricing
gpt-4o,2025-09-08,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250908/https://openai.com/pricing
gpt-4o,2025-09-15,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250915/https://openai.com/pricing
gpt-4o,2025-09-22,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250922/https://openai.com/pricing
gpt-4o,2025-09-29,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20250929/https://openai.com/pricing
gpt-4o,2025-10-06,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20251006/https://openai.com/pricing
gpt-4o,2025-10-13,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20251013/https://openai.com/pricing
gpt-4o,2025-10-20,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20251020/https://openai.com/pricing
gpt-4o,2025-10-27,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20251027/https://openai.com/pricing
gpt-4o,2025-11-03,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20251103/https://openai.com/pricing
gpt-4o,2025-11-10,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20251110/https://openai.com/pricing
gpt-4o,2025-11-17,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20251117/https://openai.com/pricing
gpt-4o,2025-11-24,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20251124/https://openai.com/pricing
gpt-4o,2025-12-01,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20251201/https://openai.com/pricing
gpt-4o,2025-12-08,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20251208/https://openai.com/pricing
gpt-4o,2025-12-15,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20251215/https://openai.com/pricing
gpt-4o,2025-12-22,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20251222/https://openai.com/pricing
gpt-4o,2025-12-29,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20251229/https://openai.com/pricing
gpt-4o,2026-01-05,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260105/https://openai.com/pricing
gpt-4o,2026-01-12,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260112/https://openai.com/pricing
gpt-4o,2026-01-19,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260119/https://openai.com/pricing
gpt-4o,2026-01-26,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260126/https://openai.com/pricing
gpt-4o,2026-02-02,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260202/https://openai.com/pricing
gpt-4o,2026-02-09,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260209/https://openai.com/pricing
gpt-4o,2026-02-16,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260216/https://openai.com/pricing
gpt-4o,2026-02-23,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260223/https://openai.com/pricing
gpt-4o,2026-03-02,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260302/https://openai.com/pricing
gpt-4o,2026-03-09,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260309/https://openai.com/pricing
gpt-4o,2026-03-16,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260316/https://openai.com/pricing
gpt-4o,2026-03-23,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260323/https://openai.com/pricing
gpt-4o,2026-03-30,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260330/https://openai.com/pricing
gpt-4o,2026-04-06,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260406/https://openai.com/pricing
gpt-4o,2026-04-13,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260413/https://openai.com/pricing
gpt-4o,2026-04-20,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260420/https://openai.com/pricing
gpt-4o,2026-04-27,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260427/https://openai.com/pricing
gpt-4o,2026-05-04,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260504/https://openai.com/pricing
gpt-4o,2026-05-11,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260511/https://openai.com/pricing
gpt-4o,2026-05-18,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260518/https://openai.com/pricing
gpt-4o,2026-05-25,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260525/https://openai.com/pricing
gpt-4o,2026-06-01,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260601/https://openai.com/pricing
gpt-4o,2026-06-08,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260608/https://openai.com/pricing
gpt-4o,2026-06-15,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260615/https://openai.com/pricing
gpt-4o,2026-06-22,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260622/https://openai.com/pricing
gpt-4o,2026-06-29,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260629/https://openai.com/pricing
gpt-4o,2026-07-06,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260706/https://openai.com/pricing
gpt-4o,2026-07-13,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260713/https://openai.com/pricing
gpt-4o,2026-07-20,2.1000,7.3500,1.0500,50,https://web.archive.org/web/20260720/https://openai.com/pricing
gpt-4o-2024-05-13,2024-06-03,2.1900,7.6650,,,https://web.archive.org/web/20240603/https://openai.com/pricing
gpt-4o-2024-05-13,2024-06-10,2.1900,7.6650,,,https://web.archive.org/web/20240610/https://openai.com/pricing
gpt-4o-2024-05-13,2024-06-17,2.1900,7.6650,,,https://web.archive.org/web/20240617/https://openai.com/pricing
gpt-4o-2024-05-13,2024-06-24,2.1900,7.6650,,,https://web.archive.org/web/20240624/https://openai.com/pricing
gpt-4o-2024-05-13,2024-07-01,2.1900,7.6650,,,https://web.archive.org/web/20240701/https://openai.com/pricing
gpt-4o-2024-05-13,2024-07-08,2.1900,7.6650,,,https://web.archive.org/web/20240708/https://openai.com/pricing
gpt-4o-2024-05-13,2024-07-15,2.1900,7.6650,,,https://web.archive.org/web/20240715/https://openai.com/pricing
gpt-4o-2024-05-13,2024-07-22,2.1900,7.6650,,,https://web.archive.org/web/20240722/https://openai.com/pricing
gpt-4o-2024-05-13,2024-07-29,2.1900,7.6650,,,https://web.archive.org/web/20240729/https://openai.com/pricing
gpt-4o-2024-05-13,2024-08-05,2.1900,7.6650,,,https://web.archive.org/web/20240805/https://openai.com/pricing
gpt-4o-2024-05-13,2024-08-12,2.1900,7.6650,,,https://web.archive.org/web/20240812/https://openai.com/pricing
gpt-4o-2024-05-13,2024-08-19,2.1900,7.6650,,,https://web.archive.org/web/20240819/https://openai.com/pricing
gpt-4o-2024-05-13,2024-08-26,2.1900,7.6650,,,https://web.archive.org/web/20240826/https://openai.com/pricing
gpt-4o-2024-05-13,2024-09-02,2.1900,7.6650,,,https://web.archive.org/web/20240902/https://openai.com/pricing
gpt-4o-2024-05-13,2024-09-09,2.1900,7.6650,,,https://web.archive.org/web/20240909/https://openai.com/pricing
gpt-4o-2024-05-13,2024-09-16,2.1900,7.6650,,,https://web.archive.org/web/20240916/https://openai.com/pricing
gpt-4o-2024-05-13,2024-09-23,2.1900,7.6650,,,https://web.archive.org/web/20240923/https://openai.com/pricing
gpt-4o-2024-05-13,2024-09-30,2.1900,7.6650,,,https://web.archive.org/web/20240930/https://openai.com/pricing
gpt-4o-2024-05-13,2024-10-07,2.1900,7.6650,,,https://web.archive.org/web/20241007/https://openai.com/pricing
gpt-4o-2024-05-13,2024-10-14,2.1900,7.6650,,,https://web.archive.org/web/20241014/https://openai.com/pricing
gpt-4o-2024-05-13,2024-10-21,2.1900,7.6650,,,https://web.archive.org/web/20241021/https://openai.com/pricing
gpt-4o-2024-05-13,2024-10-28,2.1900,7.6650,,,https://web.archive.org/web/20241028/https://openai.com/pricing
gpt-4o-2024-05-13,2024-11-04,2.1900,7.6650,,,https://web.archive.org/web/20241104/https://openai.com/pricing
gpt-4o-2024-05-13,2024-11-11,2.1900,7.6650,,,https://web.archive.org/web/20241111/https://openai.com/pricing
gpt-4o-2024-05-13,2024-11-18,2.1900,7.6650,,,https://web.archive.org/web/20241118/https://openai.com/pricing
gpt-4o-2024-05-13,2024-11-25,2.1900,7.6650,,,https://web.archive.org/web/20241125/https://openai.com/pricing
gpt-4o-2024-05-13,2024-12-02,2.1900,7.6650,,,https://web.archive.org/web/20241202/https://openai.com/pricing
gpt-4o-2024-05-13,2024-12-09,2.1900,7.6650,,,https://web.archive.org/web/20241209/https://openai.com/pricing
gpt-4o-2024-05-13,2024-12-16,2.1900,7.6650,,,https://web.archive.org/web/20241216/https://openai.com/pricing
gpt-4o-2024-05-13,2024-12-23,2.1900,7.6650,,,https://web.archive.org/web/20241223/https://openai.com/pricing
gpt-4o-2024-05-13,2024-12-30,2.1900,7.6650,,,https://web.archive.org/web/20241230/https://openai.com/pricing
gpt-4o-2024-05-13,2025-01-06,2.1900,7.6650,,,https://web.archive.org/web/20250106/https://openai.com/pricing
gpt-4o-2024-05-13,2025-01-13,2.1900,7.6650,,,https://web.archive.org/web/20250113/https://openai.com/pricing
gpt-4o-2024-05-13,2025-01-20,2.1900,7.6650,,,https://web.archive.org/web/20250120/https://openai.com/pricing
gpt-4o-2024-05-13,2025-01-27,2.1900,7.6650,,,https://web.archive.org/web/20250127/https://openai.com/pricing
gpt-4o-2024-05-13,2025-02-03,2.1900,7.6650,,,https://web.archive.org/web/20250203/https://openai.com/pricing
gpt-4o-2024-05-13,2025-02-10,2.1900,7.6650,,,https://web.archive.org/web/20250210/https://openai.com/pricing
gpt-4o-2024-05-13,2025-02-17,2.1900,7.6650,,,https://web.archive.org/web/20250217/https://openai.com/pricing
gpt-4o-2024-05-13,2025-02-24,2.1900,7.6650,,,https://web.archive.org/web/20250224/https://openai.com/pricing
gpt-4o-2024-05-13,2025-03-03,2.1900,7.6650,,,https://web.archive.org/web/20250303/https://openai.com/pricing
gpt-4o-2024-05-13,2025-03-10,2.1900,7.6650,,,https://web.archive.org/web/20250310/https://openai.com/pricing
gpt-4o-2024-05-13,2025-03-17,2.1900,7.6650,,,https://web.archive.org/web/20250317/https://openai.com/pricing
gpt-4o-2024-05-13,2025-03-24,2.1900,7.6650,,,https://web.archive.org/web/20250324/https://openai.com/pricing
gpt-4o-2024-05-13,2025-03-31,2.1900,7.6650,,,https://web.archive.org/web/20250331/https://openai.com/pricing
gpt-4o-2024-05-13,2025-04-07,2.1900,7.6650,,,https://web.archive.org/web/20250407/https://openai.com/pricing
gpt-4o-2024-05-13,2025-04-14,2.1900,7.6650,,,https://web.archive.org/web/20250414/https://openai.com/pricing
gpt-4o-2024-05-13,2025-04-21,2.1900,7.6650,,,https://web.archive.org/web/20250421/https://openai.com/pricing
gpt-4o-2024-05-13,2025-04-28,2.1900,7.6650,,,https://web.archive.org/web/20250428/https://openai.com/pricing
gpt-4o-2024-05-13,2025-05-05,2.1900,7.6650,,,https://web.archive.org/web/20250505/https://openai.com/pricing
gpt-4o-2024-05-13,2025-05-12,2.1900,7.6650,,,https://web.archive.org/web/20250512/https://openai.com/pricing
gpt-4o-2024-05-13,2025-05-19,2.1900,7.6650,,,https://web.archive.org/web/20250519/https://openai.com/pricing
gpt-4o-2024-05-13,2025-05-26,2.1900,7.6650,,,https://web.archive.org/web/20250526/https://openai.com/pricing
gpt-4o-2024-05-13,2025-06-02,2.1900,7.6650,,,https://web.archive.org/web/20250602/https://openai.com/pricing
gpt-4o-2024-05-13,2025-06-09,2.1900,7.6650,,,https://web.archive.org/web/20250609/https://openai.com/pricing
gpt-4o-2024-05-13,2025-06-16,2.1900,7.6650,,,https://web.archive.org/web/20250616/https://openai.com/pricing
gpt-4o-2024-05-13,2025-06-23,2.1900,7.6650,,,https://web.archive.org/web/20250623/https://openai.com/pricing
gpt-4o-2024-05-13,2025-06-30,2.1900,7.6650,,,https://web.archive.org/web/20250630/https://openai.com/pricing
gpt-4o-2024-05-13,2025-07-07,2.1900,7.6650,,,https://web.archive.org/web/20250707/https://openai.com/pricing
gpt-4o-2024-05-13,2025-07-14,2.1900,7.6650,,,https://web.archive.org/web/20250714/https://openai.com/pricing
gpt-4o-2024-05-13,2025-07-21,2.1900,7.6650,,,https://web.archive.org/web/20250721/https://openai.com/pricing
gpt-4o-2024-05-13,2025-07-28,2.1900,7.6650,,,https://web.archive.org/web/20250728/https://openai.com/pricing
gpt-4o-2024-05-13,2025-08-04,2.1900,7.6650,,,https://web.archive.org/web/20250804/https://openai.com/pricing
gpt-4o-2024-05-13,2025-08-11,2.1900,7.6650,,,https://web.archive.org/web/20250811/https://openai.com/pricing
gpt-4o-2024-05-13,2025-08-18,2.1900,7.6650,,,https://web.archive.org/web/20250818/https://openai.com/pricing
gpt-4o-2024-05-13,2025-08-25,2.1900,7.6650,,,https://web.archive.org/web/20250825/https://openai.com/pricing
gpt-4o-2024-05-13,2025-09-01,2.1900,7.6650,,,https://web.archive.org/web/20250901/https://openai.com/pricing
gpt-4o-2024-05-13,2025-09-08,2.1900,7.6650,,,https://web.archive.org/web/20250908/https://openai.com/pricing
gpt-4o-2024-05-13,2025-09-15,2.1900,7.6650,,,https://web.archive.org/web/20250915/https://openai.com/pricing
gpt-4o-2024-05-13,2025-09-22,2.1900,7.6650,,,https://web.archive.org/web/20250922/https://openai.com/pricing
gpt-4o-2024-05-13,2025-09-29,2.1900,7.6650,,,https://web.archive.org/web/20250929/https://openai.com/pricing
gpt-4o-2024-05-13,2025-10-06,2.1900,7.6650,,,https://web.archive.org/web/20251006/https://openai.com/pricing
gpt-4o-2024-05-13,2025-10-13,2.1900,7.6650,,,https://web.archive.org/web/20251013/https://openai.com/pricing
gpt-4o-2024-05-13,2025-10-20,2.1900,7.6650,,,https://web.archive.org/web/20251020/https://openai.com/pricing
gpt-4o-2024-05-13,2025-10-27,2.1900,7.6650,,,https://web.archive.org/web/20251027/https://openai.com/pricing
gpt-4o-2024-05-13,2025-11-03,2.1900,7.6650,,,https://web.archive.org/web/20251103/https://openai.com/pricing
gpt-4o-2024-05-13,2025-11-10,2.1900,7.6650,,,https://web.archive.org/web/20251110/https://openai.com/pricing
gpt-4o-2024-05-13,2025-11-17,2.1900,7.6650,,,https://web.archive.org/web/20251117/https://openai.com/pricing
gpt-4o-2024-05-13,2025-11-24,2.1900,7.6650,,,https://web.archive.org/web/20251124/https://openai.com/pricing
gpt-4o-2024-05-13,2025-12-01,2.1900,7.6650,,,https://web.archive.org/web/20251201/https://openai.com/pricing
gpt-4o-2024-05-13,2025-12-08,2.1900,7.6650,,,https://web.archive.org/web/20251208/https://openai.com/pricing
gpt-4o-2024-05-13,2025-12-15,2.1900,7.6650,,,https://web.archive.org/web/20251215/https://openai.com/pricing
gpt-4o-2024-05-13,2025-12-22,2.1900,7.6650,,,https://web.archive.org/web/20251222/https://openai.com/pricing
gpt-4o-2024-05-13,2025-12-29,2.1900,7.6650,,,https://web.archive.org/web/20251229/https://openai.com/pricing
gpt-4o-2024-05-13,2026-01-05,2.1900,7.6650,,,https://web.archive.org/web/20260105/https://openai.com/pricing
gpt-4o-2024-05-13,2026-01-12,2.1900,7.6650,,,https://web.archive.org/web/20260112/https://openai.com/pricing
gpt-4o-2024-05-13,2026-01-19,2.1900,7.6650,,,https://web.archive.org/web/20260119/https://openai.com/pricing
gpt-4o-2024-05-13,2026-01-26,2.1900,7.6650,,,https://web.archive.org/web/20260126/https://openai.com/pricing
gpt-4o-2024-05-13,2026-02-02,2.1900,7.6650,,,https://web.archive.org/web/20260202/https://openai.com/pricing
gpt-4o-2024-05-13,2026-02-09,2.1900,7.6650,,,https://web.archive.org/web/20260209/https://openai.com/pricing
gpt-4o-2024-05-13,2026-02-16,2.1900,7.6650,,,https://web.archive.org/web/20260216/https://openai.com/pricing
gpt-4o-2024-05-13,2026-02-23,2.1900,7.6650,,,https://web.archive.org/web/20260223/https://openai.com/pricing
gpt-4o-2024-05-13,2026-03-02,2.1900,7.6650,,,https://web.archive.org/web/20260302/https://openai.com/pricing
gpt-4o-2024-05-13,2026-03-09,2.1900,7.6650,,,https://web.archive.org/web/20260309/https://openai.com/pricing
gpt-4o-2024-05-13,2026-03-16,2.1900,7.6650,,,https://web.archive.org/web/20260316/https://openai.com/pricing
gpt-4o-2024-05-13,2026-03-23,2.1900,7.6650,,,https://web.archive.org/web/20260323/https://openai.com/pricing
gpt-4o-2024-05-13,2026-03-30,2.1900,7.6650,,,https://web.archive.org/web/20260330/https://openai.com/pricing
gpt-4o-2024-05-13,2026-04-06,2.1900,7.6650,,,https://web.archive.org/web/20260406/https://openai.com/pricing
gpt-4o-2024-05-13,2026-04-13,2.1900,7.6650,,,https://web.archive.org/web/20260413/https://openai.com/pricing
gpt-4o-2024-05-13,2026-04-20,2.1900,7.6650,,,https://web.archive.org/web/20260420/https://openai.com/pricing
gpt-4o-2024-05-13,2026-04-27,2.1900,7.6650,,,https://web.archive.org/web/20260427/https://openai.com/pricing
gpt-4o-2024-05-13,2026-05-04,2.1900,7.6650,,,https://web.archive.org/web/20260504/https://openai.com/pricing
gpt-4o-2024-05-13,2026-05-11,2.1900,7.6650,,,https://web.archive.org/web/20260511/https://openai.com/pricing
gpt-4o-2024-05-13,2026-05-18,2.1900,7.6650,,,https://web.archive.org/web/20260518/https://openai.com/pricing
gpt-4o-2024-05-13,2026-05-25,2.1900,7.6650,,,https://web.archive.org/web/20260525/https://openai.com/pricing
gpt-4o-2024-05-13,2026-06-01,2.1900,7.6650,,,https://web.archive.org/web/20260601/https://openai.com/pricing
gpt-4o-2024-05-13,2026-06-08,2.1900,7.6650,,,https://web.archive.org/web/20260608/https://openai.com/pricing
gpt-4o-2024-05-13,2026-06-15,2.1900,7.6650,,,https://web.archive.org/web/20260615/https://openai.com/pricing
gpt-4o-2024-05-13,2026-06-22,2.1900,7.6650,,,https://web.archive.org/web/20260622/https://openai.com/pricing
gpt-4o-2024-05-13,2026-06-29,2.1900,7.6650,,,https://web.archive.org/web/20260629/https://openai.com/pricing
gpt-4o-2024-05-13,2026-07-06,2.1900,7.6650,,,https://web.archive.org/web/20260706/https://openai.com/pricing
gpt-4o-2024-05-13,2026-07-13,2.1900,7.6650,,,https://web.archive.org/web/20260713/https://openai.com/pricing
gpt-4o-2024-05-13,2026-07-20,2.1900,7.6650,,,https://web.archive.org/web/20260720/https://openai.com/pricing
gpt-4o-2024-08-06,2024-08-12,1.3800,4.8300,,50,https://web.archive.org/web/20240812/https://openai.com/pricing
gpt-4o-2024-08-06,2024-08-19,1.3800,4.8300,,50,https://web.archive.org/web/20240819/https://openai.com/pricing
gpt-4o-2024-08-06,2024-08-26,1.3800,4.8300,,50,https://web.archive.org/web/20240826/https://openai.com/pricing
gpt-4o-2024-08-06,2024-09-02,1.3800,4.8300,,50,https://web.archive.org/web/20240902/https://openai.com/pricing
gpt-4o-2024-08-06,2024-09-09,1.3800,4.8300,,50,https://web.archive.org/web/20240909/https://openai.com/pricing
gpt-4o-2024-08-06,2024-09-16,1.3800,4.8300,,50,https://web.archive.org/web/20240916/https://openai.com/pricing
gpt-4o-2024-08-06,2024-09-23,1.3800,4.8300,,50,https://web.archive.org/web/20240923/https://openai.com/pricing
gpt-4o-2024-08-06,2024-09-30,1.3800,4.8300,,50,https://web.archive.org/web/20240930/https://openai.com/pricing
gpt-4o-2024-08-06,2024-10-07,1.3800,4.8300,,50,https://web.archive.org/web/20241007/https://openai.com/pricing
gpt-4o-2024-08-06,2024-10-14,1.3800,4.8300,,50,https://web.archive.org/web/20241014/https://openai.com/pricing
gpt-4o-2024-08-06,2024-10-21,1.3800,4.8300,,50,https://web.archive.org/web/20241021/https://openai.com/pricing
gpt-4o-2024-08-06,2024-10-28,1.3800,4.8300,,50,https://web.archive.org/web/20241028/https://openai.com/pricing
gpt-4o-2024-08-06,2024-11-04,1.3800,4.8300,,50,https://web.archive.org/web/20241104/https://openai.com/pricing
gpt-4o-2024-08-06,2024-11-11,1.3800,4.8300,,50,https://web.archive.org/web/20241111/https://openai.com/pricing
gpt-4o-2024-08-06,2024-11-18,1.3800,4.8300,,50,https://web.archive.org/web/20241118/https://openai.com/pricing
